timestamp,src_ip,dst_ip,src_port,dst_port,proto,tcp_flags,size_bytes,label
2.8133639319851973,10.0.1.14,93.184.2.10,63076,22,TCP,A,582,normal
2.903617576364338,10.0.1.26,93.184.5.10,14904,22,TCP,A,678,normal
3.0158056665280584,10.0.1.22,93.184.3.10,34943,80,TCP,S,547,normal
3.0217511477476093,10.0.1.17,93.184.1.10,39579,22,TCP,A,491,normal
3.138667775328811,10.0.1.10,93.184.1.10,4882,443,TCP,S,104,normal
3.1620379318259877,10.0.1.20,93.184.1.10,19274,53,TCP,FA,478,normal
3.1704459231859006,10.0.1.27,93.184.2.10,58851,22,TCP,FA,537,normal
3.5421568973742668,10.0.1.25,93.184.4.10,7376,53,TCP,FA,765,normal
3.9634856901819133,10.0.1.23,93.184.4.10,48804,443,TCP,S,164,normal
4.170027136783523,10.0.1.22,93.184.3.10,8185,443,TCP,A,429,normal
4.215438119279618,10.0.1.27,93.184.4.10,13049,443,TCP,FA,551,normal
4.228285283654931,10.0.1.12,93.184.4.10,57120,22,TCP,S,143,normal
4.372379129042264,10.0.1.27,93.184.1.10,61734,53,UDP,,144,normal
4.444890484365438,10.0.1.17,93.184.2.10,32570,443,TCP,FA,160,normal
4.461159513609744,10.0.1.15,93.184.4.10,26610,443,TCP,FA,624,normal
4.546602917126513,10.0.1.23,93.184.5.10,32918,443,TCP,A,647,normal
4.550977132306948,10.0.1.16,93.184.1.10,36557,443,TCP,PA,157,normal
4.8510299932310765,10.0.1.11,93.184.5.10,61276,123,TCP,A,156,normal
4.888462215336162,10.0.1.26,93.184.1.10,5514,53,UDP,,124,normal
5.024244190156784,10.0.1.12,93.184.2.10,62732,22,TCP,A,1225,normal
5.070937512863987,10.0.1.29,93.184.1.10,28498,53,TCP,PA,574,normal
5.16270137485264,10.0.1.16,93.184.3.10,26962,443,TCP,PA,976,normal
5.261604349600365,10.0.1.20,93.184.1.10,41732,22,TCP,S,190,normal
5.287152924538853,10.0.1.27,93.184.2.10,9704,443,TCP,S,540,normal
5.723753816130881,10.0.1.21,93.184.3.10,55664,22,TCP,PA,1123,normal
5.910284488273149,10.0.1.10,93.184.5.10,44499,443,TCP,A,581,normal
6.260921290684597,10.0.1.13,93.184.1.10,11211,443,TCP,PA,471,normal
6.542440290376372,10.0.1.20,93.184.2.10,56920,443,TCP,FA,554,normal
6.656322091924281,10.0.1.11,93.184.1.10,55376,443,TCP,S,47,normal
6.9750015143329565,10.0.1.20,93.184.2.10,18191,443,TCP,FA,1169,normal
6.986583446702096,10.0.1.23,93.184.5.10,5955,53,TCP,A,1157,normal
7.013850283531005,10.0.1.11,93.184.3.10,10729,80,TCP,A,125,normal
7.019635529241858,10.0.1.19,93.184.3.10,53198,53,UDP,,53,normal
7.068827040092244,10.0.1.21,93.184.2.10,44732,443,TCP,PA,1186,normal
7.130343326566521,10.0.1.23,93.184.5.10,61694,443,TCP,A,402,normal
7.169913381967625,10.0.1.23,93.184.1.10,61611,443,TCP,FA,548,normal
7.390483115122741,10.0.1.18,93.184.2.10,8108,80,TCP,S,1003,normal
7.445636490063975,10.0.1.17,93.184.2.10,31190,443,TCP,PA,506,normal
7.486861845080756,10.0.1.17,93.184.1.10,27137,443,TCP,PA,182,normal
7.584662730481724,10.0.1.18,93.184.3.10,27217,53,TCP,PA,96,normal
7.603649998959303,10.0.1.13,93.184.3.10,64104,443,TCP,S,262,normal
7.806210448431144,10.0.1.29,93.184.4.10,52563,443,TCP,FA,1087,normal
7.815894932032558,10.0.1.13,93.184.4.10,13481,53,UDP,,80,normal
8.357663224480973,10.0.1.11,93.184.4.10,61682,123,TCP,A,785,normal
8.542598696511162,10.0.1.23,93.184.1.10,61367,53,UDP,,90,normal
8.570291126574398,10.0.1.29,93.184.3.10,9191,53,TCP,PA,1078,normal
8.57098330412139,10.0.1.19,93.184.4.10,46716,443,TCP,A,432,normal
8.782220401307155,10.0.1.23,93.184.4.10,60190,443,TCP,PA,871,normal
8.935607389730535,10.0.1.27,93.184.1.10,14798,80,TCP,PA,992,normal
9.098815253329034,10.0.1.24,93.184.4.10,34524,80,TCP,A,213,normal
9.283217069084474,10.0.1.19,93.184.5.10,41607,443,TCP,S,521,normal
9.292833227273698,10.0.1.19,93.184.2.10,10680,443,TCP,S,541,normal
9.348319811325727,10.0.1.25,93.184.5.10,5796,80,TCP,FA,1218,normal
9.363713574401283,10.0.1.16,93.184.4.10,17013,443,TCP,S,258,normal
9.61227977085856,10.0.1.23,93.184.2.10,63805,53,TCP,FA,142,normal
9.734317419822608,10.0.1.27,93.184.2.10,8977,53,UDP,,106,normal
9.78454476997902,10.0.1.14,93.184.4.10,37653,22,TCP,PA,946,normal
9.792753278204618,10.0.1.29,93.184.5.10,60455,22,TCP,FA,365,normal
9.839314322005912,10.0.1.25,93.184.4.10,17227,123,TCP,PA,1107,normal
9.888478598653927,10.0.1.25,93.184.2.10,6101,53,TCP,PA,520,normal
10.051963071648645,10.0.1.18,93.184.3.10,36423,443,TCP,A,348,normal
10.178824241514398,10.0.1.17,93.184.4.10,47319,443,TCP,S,889,normal
10.451605730564587,10.0.1.23,93.184.3.10,28272,443,TCP,A,900,normal
10.531488997236625,10.0.1.22,93.184.5.10,2304,53,UDP,,145,normal
10.547410546438563,10.0.1.28,93.184.4.10,62807,443,TCP,PA,838,normal
10.703551339478137,10.0.1.23,93.184.5.10,36815,123,TCP,A,1039,normal
10.882350433612745,10.0.1.17,93.184.3.10,2926,80,TCP,PA,868,normal
10.985336370473473,10.0.1.15,93.184.4.10,65296,53,UDP,,127,normal
11.169572616313642,10.0.1.27,93.184.1.10,39814,53,UDP,,120,normal
11.254674457752428,10.0.1.10,93.184.1.10,9917,123,TCP,FA,412,normal
11.347134312599586,10.0.1.11,93.184.3.10,14895,80,TCP,PA,731,normal
11.41686108683814,10.0.1.22,93.184.3.10,55544,80,TCP,PA,207,normal
11.420079558586904,10.0.1.25,93.184.1.10,4437,443,TCP,A,180,normal
11.434350487985887,10.0.1.11,93.184.1.10,14089,53,UDP,,50,normal
11.438342198147518,10.0.1.29,93.184.2.10,32059,53,TCP,S,1195,normal
11.564808392013463,10.0.1.16,93.184.4.10,51283,443,TCP,A,274,normal
11.61198298061285,10.0.1.15,93.184.3.10,2706,443,TCP,FA,852,normal
11.700787627754625,10.0.1.16,93.184.1.10,55456,53,TCP,A,248,normal
11.998445818985372,10.0.1.19,93.184.5.10,53205,22,TCP,S,751,normal
12.034288171858284,10.0.1.27,93.184.4.10,5543,22,TCP,PA,65,normal
12.100323418718618,10.0.1.23,93.184.4.10,63990,443,TCP,FA,353,normal
12.276417062160942,10.0.1.23,93.184.2.10,64297,53,TCP,PA,1142,normal
12.308892706775616,10.0.1.25,93.184.4.10,48932,22,TCP,PA,700,normal
12.318905741594389,10.0.1.17,93.184.1.10,30567,443,TCP,FA,1207,normal
12.361673279580272,10.0.1.29,93.184.4.10,33418,123,TCP,PA,412,normal
12.38364932439278,10.0.1.25,93.184.2.10,17955,443,TCP,PA,605,normal
12.715518085127858,10.0.1.27,93.184.1.10,13545,443,TCP,A,872,normal
12.921878970188429,10.0.1.25,93.184.5.10,46283,80,TCP,FA,957,normal
13.047315744003495,10.0.1.10,93.184.1.10,27526,53,TCP,A,667,normal
13.303755710318596,10.0.1.28,93.184.3.10,35818,443,TCP,FA,1167,normal
13.507251827911166,10.0.1.20,93.184.3.10,18778,443,TCP,PA,512,normal
13.533063762455996,10.0.1.13,93.184.2.10,49709,22,TCP,A,432,normal
13.811915438110441,10.0.1.16,93.184.4.10,39663,123,TCP,PA,245,normal
13.908802925856213,10.0.1.16,93.184.3.10,12783,443,TCP,S,1133,normal
14.11472146226916,10.0.1.14,93.184.3.10,4597,22,TCP,PA,298,normal
14.397751793429938,10.0.1.25,93.184.1.10,38645,53,UDP,,84,normal
14.445593132982228,10.0.1.25,93.184.4.10,13106,443,TCP,PA,1018,normal
14.460167152997709,10.0.1.13,93.184.1.10,5879,22,TCP,S,350,normal
14.49250299626513,10.0.1.14,93.184.5.10,6606,53,UDP,,79,normal
14.562135207858708,10.0.1.13,93.184.5.10,40759,22,TCP,A,1110,normal
14.775113923688576,10.0.1.22,93.184.4.10,20511,53,UDP,,123,normal
15.021532045173554,10.0.1.23,93.184.3.10,4971,22,TCP,S,465,normal
15.02240409632126,10.0.1.16,93.184.3.10,11316,443,TCP,A,1170,normal
15.11176361623858,10.0.1.12,93.184.2.10,30548,53,TCP,FA,636,normal
15.179297781353414,10.0.1.11,93.184.2.10,19552,53,TCP,FA,185,normal
15.210693698637892,10.0.1.17,93.184.3.10,41987,22,TCP,A,910,normal
15.226653747581098,10.0.1.13,93.184.5.10,10788,443,TCP,A,186,normal
15.278142320063901,10.0.1.11,93.184.2.10,40020,53,TCP,PA,939,normal
15.636032460400296,10.0.1.13,93.184.4.10,46881,80,TCP,PA,1064,normal
15.68483043576048,10.0.1.27,93.184.4.10,40216,443,TCP,FA,700,normal
15.7762620364805,10.0.1.29,93.184.3.10,16026,53,TCP,S,591,normal
15.928022908590606,10.0.1.28,93.184.1.10,12505,80,TCP,FA,609,normal
15.984519720961476,10.0.1.15,93.184.5.10,54386,80,TCP,S,1002,normal
16.430494488247938,10.0.1.21,93.184.4.10,44941,443,TCP,A,715,normal
16.840745721315614,10.0.1.23,93.184.4.10,62968,80,TCP,S,971,normal
16.87700338318964,10.0.1.12,93.184.3.10,8621,123,TCP,FA,1093,normal
16.96296079299762,10.0.1.10,93.184.5.10,4576,443,TCP,PA,1060,normal
17.0077021005075,10.0.1.24,93.184.1.10,37017,443,TCP,PA,937,normal
17.049608310055135,10.0.1.25,93.184.1.10,42313,22,TCP,A,364,normal
17.054306369775826,10.0.1.19,93.184.5.10,27762,443,TCP,A,272,normal
17.17186787864865,10.0.1.24,93.184.1.10,11114,80,TCP,PA,1082,normal
17.259182832752355,10.0.1.18,93.184.4.10,65265,80,TCP,A,975,normal
17.265789218674904,10.0.1.27,93.184.2.10,61439,22,TCP,A,182,normal
17.3066174588012,10.0.1.18,93.184.4.10,52647,22,TCP,PA,45,normal
17.605225077687365,10.0.1.19,93.184.3.10,39029,53,TCP,FA,344,normal
17.639457646705125,10.0.1.24,93.184.5.10,22810,22,TCP,FA,972,normal
17.65902400432831,10.0.1.20,93.184.2.10,16674,0,ICMP,,28,normal
17.743058018012512,10.0.1.28,93.184.4.10,51850,80,TCP,S,691,normal
18.27356264083942,10.0.1.25,93.184.4.10,44519,123,TCP,A,1054,normal
18.308205742534383,10.0.1.11,93.184.2.10,39702,443,TCP,S,941,normal
18.447600118821544,10.0.1.13,93.184.5.10,2029,53,UDP,,140,normal
18.626836072101476,10.0.1.14,93.184.4.10,64591,53,UDP,,67,normal
18.66075271864345,10.0.1.12,93.184.4.10,18392,443,TCP,FA,204,normal
18.82359633470499,10.0.1.20,93.184.5.10,21776,53,TCP,FA,1148,normal
18.88091168461303,10.0.1.11,93.184.5.10,42387,53,TCP,PA,505,normal
19.0059746530795,10.0.1.12,93.184.4.10,50855,0,ICMP,,28,normal
19.131454381471706,10.0.1.13,93.184.4.10,20649,443,TCP,S,704,normal
19.22737753771575,10.0.1.11,93.184.3.10,29249,443,TCP,A,1127,normal
19.2392061825672,10.0.1.23,93.184.5.10,12824,443,TCP,A,201,normal
19.46466178184799,10.0.1.29,93.184.4.10,16807,80,TCP,A,515,normal
19.513013068556415,10.0.1.24,93.184.3.10,44726,443,TCP,FA,629,normal
19.53881708188236,10.0.1.27,93.184.2.10,62970,443,TCP,PA,908,normal
19.544020801856654,10.0.1.18,93.184.4.10,14079,80,TCP,FA,258,normal
19.655743102430975,10.0.1.17,93.184.4.10,38694,443,TCP,PA,84,normal
19.797224569214393,10.0.1.22,93.184.3.10,57717,53,TCP,S,1057,normal
19.799315437659203,10.0.1.19,93.184.2.10,24113,443,TCP,A,553,normal
19.88901926072789,10.0.1.14,93.184.1.10,43382,53,UDP,,53,normal
19.92112227910976,10.0.1.19,93.184.4.10,24935,53,TCP,A,224,normal
20.05063782180322,10.0.1.19,93.184.3.10,12534,443,TCP,A,1144,normal
20.074588349620612,10.0.1.21,93.184.5.10,18884,123,TCP,A,566,normal
20.22136491556658,10.0.1.25,93.184.3.10,23222,123,TCP,S,999,normal
20.282484753189216,10.0.1.12,93.184.2.10,15809,123,TCP,FA,1181,normal
20.627527730414755,10.0.1.21,93.184.1.10,1936,443,TCP,S,971,normal
20.646020782094666,10.0.1.21,93.184.3.10,54921,53,TCP,PA,261,normal
20.698162336344062,10.0.1.17,93.184.4.10,58973,22,TCP,PA,493,normal
20.713217871973686,10.0.1.12,93.184.4.10,20828,53,UDP,,131,normal
21.036491671617526,10.0.1.23,93.184.1.10,63038,443,TCP,PA,1048,normal
21.29878338501265,10.0.1.13,93.184.1.10,36252,443,TCP,FA,969,normal
21.336074306270337,10.0.1.21,93.184.5.10,49669,53,TCP,A,889,normal
21.470919648650828,10.0.1.13,93.184.4.10,62565,443,TCP,S,798,normal
21.68335515773073,10.0.1.16,93.184.4.10,16497,123,TCP,PA,243,normal
21.784621702816544,10.0.1.21,93.184.5.10,43283,53,UDP,,93,normal
21.87890662909079,10.0.1.11,93.184.4.10,64476,443,TCP,FA,227,normal
21.913516259770528,10.0.1.16,93.184.5.10,4338,0,ICMP,,28,normal
21.925732027329897,10.0.1.20,93.184.2.10,52599,0,ICMP,,28,normal
22.210122430479213,10.0.1.28,93.184.2.10,51169,22,TCP,A,1240,normal
22.498469233935268,10.0.1.16,93.184.2.10,10694,123,TCP,S,607,normal
22.623802973870628,10.0.1.14,93.184.2.10,53355,443,TCP,S,92,normal
22.675558787597044,10.0.1.14,93.184.1.10,52694,443,TCP,PA,72,normal
22.7292547395735,10.0.1.15,93.184.3.10,49633,80,TCP,S,170,normal
22.89106291828939,10.0.1.25,93.184.4.10,34659,22,TCP,S,965,normal
23.175325086927796,10.0.1.26,93.184.2.10,3865,53,UDP,,141,normal
23.447966658102374,10.0.1.26,93.184.3.10,64202,443,TCP,S,1020,normal
23.637161932093736,10.0.1.22,93.184.4.10,33154,53,TCP,FA,190,normal
23.7655757687897,10.0.1.12,93.184.3.10,5328,443,TCP,PA,1238,normal
23.77656223456421,10.0.1.27,93.184.3.10,40174,22,TCP,PA,969,normal
23.798599011399638,10.0.1.26,93.184.5.10,53000,53,TCP,S,1169,normal
24.084627823921828,10.0.1.16,93.184.4.10,15998,80,TCP,PA,968,normal
24.201189567292527,10.0.1.22,93.184.4.10,21507,80,TCP,PA,562,normal
24.2023445179939,10.0.1.21,93.184.2.10,32105,443,TCP,S,214,normal
24.215719130673396,10.0.1.12,93.184.4.10,49441,443,TCP,A,1179,normal
24.351864429084674,10.0.1.11,93.184.5.10,37834,53,UDP,,90,normal
24.35249873371615,10.0.1.13,93.184.4.10,44627,123,TCP,FA,145,normal
24.374413210729173,10.0.1.19,93.184.5.10,7813,22,TCP,A,356,normal
24.47387544149654,10.0.1.25,93.184.2.10,23969,123,TCP,PA,275,normal
24.62103985232839,10.0.1.18,93.184.5.10,29146,123,TCP,S,587,normal
24.752970037595297,10.0.1.10,93.184.2.10,50989,443,TCP,PA,758,normal
24.7847137710088,10.0.1.10,93.184.2.10,38138,53,UDP,,132,normal
24.94039093212112,10.0.1.22,93.184.1.10,42519,443,TCP,S,1126,normal
24.97424390200272,10.0.1.16,93.184.4.10,23364,443,TCP,PA,678,normal
25.02344826561748,10.0.1.20,93.184.5.10,58914,443,TCP,A,362,normal
25.194992959575703,10.0.1.29,93.184.1.10,18856,80,TCP,FA,1034,normal
25.32608968636355,10.0.1.29,93.184.4.10,15151,123,TCP,S,746,normal
25.562584196046473,10.0.1.23,93.184.1.10,45489,22,TCP,FA,1119,normal
25.69656085706769,10.0.1.19,93.184.1.10,40301,443,TCP,S,458,normal
25.8015663952661,10.0.1.19,93.184.2.10,51104,443,TCP,PA,711,normal
25.81386102794715,10.0.1.13,93.184.1.10,29247,443,TCP,A,818,normal
25.87116306634803,10.0.1.27,93.184.2.10,55638,53,TCP,PA,187,normal
25.909683084830384,10.0.1.22,93.184.1.10,31154,443,TCP,PA,1219,normal
25.944645610288187,10.0.1.23,93.184.5.10,42976,80,TCP,PA,275,normal
26.396184286058553,10.0.1.22,93.184.1.10,12287,53,UDP,,127,normal
26.458607723188557,10.0.1.24,93.184.3.10,56368,443,TCP,A,932,normal
26.736864624594624,10.0.1.28,93.184.4.10,26960,123,TCP,PA,735,normal
26.861531422811684,10.0.1.17,93.184.3.10,6029,22,TCP,S,1126,normal
27.059509579397734,10.0.1.26,93.184.2.10,23920,53,UDP,,92,normal
27.14681399494633,10.0.1.14,93.184.2.10,17799,443,TCP,A,353,normal
27.25433348277653,10.0.1.12,93.184.2.10,42177,53,UDP,,111,normal
27.339120161944244,10.0.1.24,93.184.5.10,30443,53,TCP,PA,687,normal
27.3662720238599,10.0.1.14,93.184.4.10,30004,53,TCP,PA,602,normal
27.526492249243123,10.0.1.28,93.184.1.10,5886,443,TCP,FA,965,normal
27.567689420288907,10.0.1.11,93.184.1.10,19837,443,TCP,S,1078,normal
27.570766480423995,10.0.1.22,93.184.4.10,63560,123,TCP,S,961,normal
27.700387578710902,10.0.1.28,93.184.2.10,32194,22,TCP,A,166,normal
27.724754274989007,10.0.1.24,93.184.1.10,55902,443,TCP,S,1073,normal
28.07738966839817,10.0.1.15,93.184.1.10,29712,80,TCP,A,785,normal
28.46208496999667,10.0.1.21,93.184.3.10,51779,443,TCP,S,725,normal
28.770023705575902,10.0.1.12,93.184.3.10,45482,80,TCP,PA,556,normal
28.827809630138074,10.0.1.29,93.184.2.10,39214,53,TCP,A,756,normal
28.829756794559568,10.0.1.19,93.184.4.10,47478,443,TCP,PA,1184,normal
29.159197226726054,10.0.1.22,93.184.3.10,44940,53,TCP,S,907,normal
29.229064511357688,10.0.1.26,93.184.3.10,21265,443,TCP,A,739,normal
29.654169763372945,10.0.1.25,93.184.2.10,10039,443,TCP,S,645,normal
30.06838669788922,10.0.1.13,93.184.5.10,55754,53,TCP,S,729,normal
30.308060075036646,10.0.1.29,93.184.2.10,11133,443,TCP,A,379,normal
30.351657083558166,10.0.1.24,93.184.1.10,45350,53,TCP,A,949,normal
30.4124435750705,10.0.1.29,93.184.3.10,52391,80,TCP,A,1133,normal
30.65053440663026,10.0.1.17,93.184.3.10,52428,53,UDP,,108,normal
30.6981776855591,10.0.1.16,93.184.3.10,38407,80,TCP,FA,617,normal
30.72139251259607,10.0.1.22,93.184.5.10,64349,443,TCP,A,323,normal
30.823109636603597,10.0.1.18,93.184.1.10,58310,443,TCP,S,1096,normal
31.167021320454477,10.0.1.13,93.184.3.10,11530,443,TCP,FA,1091,normal
31.31587452017422,10.0.1.14,93.184.4.10,60694,443,TCP,FA,755,normal
31.421388562228675,10.0.1.10,93.184.4.10,33923,443,TCP,A,830,normal
31.43416708689734,10.0.1.12,93.184.3.10,21909,443,TCP,PA,339,normal
31.553483426337053,10.0.1.14,93.184.1.10,55403,80,TCP,A,1000,normal
32.129804644817845,10.0.1.24,93.184.5.10,6216,443,TCP,PA,481,normal
32.14866971814813,10.0.1.14,93.184.5.10,40927,53,UDP,,115,normal
32.23998163377082,10.0.1.23,93.184.1.10,16597,443,TCP,S,137,normal
32.502307713508415,10.0.1.17,93.184.4.10,41840,80,TCP,S,267,normal
32.67106199455262,10.0.1.25,93.184.5.10,42439,22,TCP,A,334,normal
32.82032129771533,10.0.1.19,93.184.4.10,24146,443,TCP,FA,423,normal
32.971857242243395,10.0.1.12,93.184.5.10,5459,0,ICMP,,28,normal
33.02754378503276,10.0.1.26,93.184.5.10,34291,22,TCP,S,839,normal
33.07098904556615,10.0.1.25,93.184.1.10,65317,443,TCP,PA,73,normal
33.278160858973614,10.0.1.21,93.184.1.10,49058,53,TCP,S,1231,normal
33.485826883859495,10.0.1.20,93.184.2.10,36807,443,TCP,A,991,normal
33.73807063978048,10.0.1.25,93.184.2.10,5159,53,TCP,FA,115,normal
34.04364763501006,10.0.1.19,93.184.2.10,14096,443,TCP,PA,675,normal
34.133159289626676,10.0.1.26,93.184.4.10,36612,0,ICMP,,28,normal
34.22018233682058,10.0.1.25,93.184.3.10,43419,443,TCP,PA,771,normal
34.42030107835914,10.0.1.11,93.184.3.10,53409,443,TCP,FA,859,normal
34.55151596272011,10.0.1.24,93.184.4.10,13267,80,TCP,FA,792,normal
34.70283479378405,10.0.1.26,93.184.3.10,48674,80,TCP,S,921,normal
34.901412228153326,10.0.1.29,93.184.2.10,22074,443,TCP,S,711,normal
35.17732766269667,10.0.1.19,93.184.3.10,48056,80,TCP,A,949,normal
35.228887963588875,10.0.1.21,93.184.4.10,58042,443,TCP,FA,602,normal
35.28775506217982,10.0.1.11,93.184.1.10,27645,443,TCP,A,103,normal
35.30009206707824,10.0.1.14,93.184.5.10,29740,443,TCP,A,177,normal
35.40801882040442,10.0.1.17,93.184.3.10,63248,22,TCP,S,354,normal
35.41259433343078,10.0.1.24,93.184.3.10,51033,443,TCP,A,1124,normal
35.49092020195354,10.0.1.21,93.184.4.10,19288,443,TCP,S,93,normal
35.58870702516443,10.0.1.15,93.184.4.10,60893,22,TCP,S,576,normal
35.630910857703746,10.0.1.18,93.184.4.10,41123,443,TCP,FA,449,normal
35.74261492397202,10.0.1.13,93.184.2.10,30649,53,UDP,,70,normal
35.7464868067347,10.0.1.24,93.184.1.10,64434,123,TCP,PA,751,normal
35.75124474414505,10.0.1.12,93.184.5.10,59438,443,TCP,A,396,normal
35.96741366533731,10.0.1.21,93.184.5.10,14195,123,TCP,A,524,normal
36.02323679336328,10.0.1.25,93.184.1.10,38528,443,TCP,FA,1169,normal
36.04022292352546,10.0.1.14,93.184.5.10,5332,53,UDP,,87,normal
36.13255462206034,10.0.1.22,93.184.4.10,51431,80,TCP,S,296,normal
36.316260614616056,10.0.1.20,93.184.1.10,45595,22,TCP,PA,302,normal
36.346650365044795,10.0.1.27,93.184.5.10,64349,443,TCP,FA,1069,normal
36.46855281737685,10.0.1.11,93.184.1.10,20955,443,TCP,A,700,normal
36.47970419600059,10.0.1.17,93.184.3.10,35030,53,UDP,,84,normal
36.48633733298938,10.0.1.12,93.184.3.10,63699,22,TCP,PA,296,normal
36.581075950567566,10.0.1.19,93.184.5.10,33960,53,TCP,A,1229,normal
36.67831475590441,10.0.1.14,93.184.2.10,48251,22,TCP,PA,1194,normal
36.80513193692999,10.0.1.11,93.184.1.10,63187,53,TCP,PA,471,normal
36.967002007294575,10.0.1.28,93.184.4.10,3008,80,TCP,PA,658,normal
37.43244663338207,10.0.1.25,93.184.2.10,45915,80,TCP,PA,968,normal
37.52323302328587,10.0.1.12,93.184.1.10,28262,80,TCP,FA,457,normal
37.571985487549114,10.0.1.20,93.184.5.10,57482,53,TCP,PA,747,normal
37.7701922350157,10.0.1.22,93.184.2.10,34773,22,TCP,S,693,normal
37.80967366819522,10.0.1.17,93.184.4.10,30488,443,TCP,A,238,normal
37.88192159710438,10.0.1.11,93.184.3.10,57657,53,UDP,,126,normal
37.89213474317734,10.0.1.23,93.184.2.10,60157,53,UDP,,68,normal
37.89534444437002,10.0.1.20,93.184.5.10,13464,123,TCP,A,1060,normal
38.30626693477859,10.0.1.26,93.184.4.10,21244,80,TCP,S,224,normal
38.53223789004297,10.0.1.22,93.184.5.10,16800,443,TCP,PA,139,normal
38.68106823164289,10.0.1.11,93.184.3.10,58848,123,TCP,FA,625,normal
38.74680068720103,10.0.1.27,93.184.1.10,29265,443,TCP,PA,789,normal
38.77058900421879,10.0.1.22,93.184.3.10,4376,22,TCP,A,782,normal
38.7918540969154,10.0.1.27,93.184.3.10,34070,80,TCP,PA,283,normal
38.827854845556224,10.0.1.14,93.184.1.10,53118,443,TCP,PA,335,normal
38.92745367659539,10.0.1.16,93.184.5.10,33797,443,TCP,S,119,normal
39.08418483756749,10.0.1.14,93.184.3.10,35058,80,TCP,A,1095,normal
39.21910863127959,10.0.1.14,93.184.3.10,21899,53,UDP,,68,normal
39.260160163953216,10.0.1.22,93.184.5.10,20634,22,TCP,PA,1078,normal
39.64742310127276,10.0.1.26,93.184.5.10,37915,443,TCP,FA,74,normal
39.81480027688216,10.0.1.21,93.184.3.10,65242,80,TCP,PA,94,normal
39.915829087123576,10.0.1.29,93.184.4.10,43988,123,TCP,A,145,normal
40.034082896128254,10.0.1.28,93.184.4.10,42247,53,TCP,FA,342,normal
40.10208762931976,10.0.1.17,93.184.1.10,46933,443,TCP,A,78,normal
40.13767029085402,10.0.1.24,93.184.3.10,28087,53,TCP,A,880,normal
40.19267205701941,10.0.1.26,93.184.5.10,58224,53,UDP,,142,normal
40.369944787989,10.0.1.11,93.184.2.10,37782,443,TCP,FA,1116,normal
40.3717570479541,10.0.1.22,93.184.3.10,31148,53,UDP,,116,normal
40.3871795969841,10.0.1.20,93.184.5.10,51617,123,TCP,PA,1031,normal
40.393066394103165,10.0.1.16,93.184.2.10,20586,443,TCP,PA,631,normal
40.39826407559283,10.0.1.16,93.184.4.10,23883,22,TCP,PA,629,normal
40.64003945479478,10.0.1.13,93.184.5.10,25907,80,TCP,PA,339,normal
40.79206953125737,10.0.1.19,93.184.1.10,47825,443,TCP,PA,945,normal
40.87241760555898,10.0.1.18,93.184.4.10,55284,22,TCP,PA,1191,normal
40.88528722036496,10.0.1.18,93.184.2.10,49579,22,TCP,A,536,normal
40.969851966089614,10.0.1.11,93.184.5.10,16283,443,TCP,S,886,normal
41.05003325760141,10.0.1.20,93.184.4.10,51536,443,TCP,S,1167,normal
