window,window_start_s,packet_count,mean_pkt_size,var_pkt_size,total_bytes,unique_dst_ports,unique_src_dst_pairs,tcp_ratio,udp_ratio,icmp_ratio,syn_ratio,ground_truth,z_packet_count,z_unique_dst_ports,z_mean_pkt_size,max_abs_z,driving_feature,flagged
27,27.0,10,608.8,146910.75999999998,6088,4,10,0.8,0.2,0.0,0.3,normal,0.6965187918958171,0.1797458759082982,0.29962090101836003,0.6965187918958171,z_packet_count,False
28,28.0,5,801.2,42954.16,4006,3,5,1.0,0.0,0.0,0.2,normal,-1.0683092281104767,-0.7831784593147285,1.5972557397261793,1.5972557397261793,z_mean_pkt_size,False
29,29.0,3,763.6666666666666,11744.888888888889,2291,2,3,1.0,0.0,0.0,0.6666666666666666,normal,-1.7742404361129942,-1.7461027945377554,1.3441135310662682,1.7742404361129942,z_packet_count,False
30,30.0,8,666.75,125103.1875,5334,3,8,0.875,0.125,0.0,0.25,normal,-0.00941241610670045,-0.7831784593147285,0.6904625793089949,0.7831784593147285,z_unique_dst_ports,False
31,31.0,5,803.0,68016.4,4015,2,5,1.0,0.0,0.0,0.0,normal,-1.0683092281104767,-1.7461027945377554,1.609395774599745,1.7461027945377554,z_unique_dst_ports,False
32,32.0,7,255.0,24391.14285714286,1785,5,7,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.2857142857142857,normal,-0.3623780201079592,1.142670211131325,-2.086570398019198,2.086570398019198,z_mean_pkt_size,False
33,33.0,5,649.8,221743.36,3249,3,5,1.0,0.0,0.0,0.4,normal,-1.0683092281104767,-0.7831784593147285,0.576143917582916,1.0683092281104767,z_packet_count,False
34,34.0,7,679.5714285714286,76719.38775510204,4757,3,7,0.8571428571428571,0.0,0.1428571428571428,0.2857142857142857,normal,-0.3623780201079592,-0.7831784593147285,0.7769362404123707,0.7831784593147285,z_unique_dst_ports,False
35,35.0,13,474.46153846153845,100728.86390532546,6168,5,12,0.9230769230769232,0.0769230769230769,0.0,0.2307692307692307,normal,1.7554156038995934,1.142670211131325,-0.6064199922805901,1.7554156038995934,z_packet_count,False
36,36.0,12,629.5833333333334,176230.24305555553,7555,4,11,0.8333333333333334,0.1666666666666666,0.0,0.0833333333333333,normal,1.4024499998983346,0.1797458759082982,0.4397933407159221,1.4024499998983346,z_packet_count,False
37,37.0,8,544.625,126492.984375,4357,5,7,0.75,0.25,0.0,0.125,normal,-0.00941241610670045,1.142670211131325,-0.13320506454335623,1.142670211131325,z_unique_dst_ports,False
38,38.0,8,412.0,67836.25,3296,4,8,1.0,0.0,0.0,0.25,normal,-0.00941241610670045,0.1797458759082982,-1.0276895784915083,1.0276895784915083,z_mean_pkt_size,False
39,39.0,6,425.6666666666667,218986.22222222216,2554,5,5,0.8333333333333334,0.1666666666666666,0.0,0.0,normal,-0.7153436241092179,1.142670211131325,-0.9355152396366562,1.142670211131325,z_unique_dst_ports,False
40,40.0,14,633.0,137311.42857142858,8862,5,14,0.8571428571428571,0.1428571428571428,0.0,0.0714285714285714,normal,2.108381207900852,1.142670211131325,0.46283692542963484,2.108381207900852,z_packet_count,False
41,41.0,11,612.5454545454545,140095.52066115703,6738,5,11,0.8181818181818182,0.0909090909090909,0.0909090909090909,0.2727272727272727,normal,1.0494843958970759,1.142670211131325,0.32488198368456783,1.142670211131325,z_unique_dst_ports,False
42,42.0,9,622.2222222222222,117935.28395061727,5600,4,9,0.8888888888888888,0.0,0.1111111111111111,0.0,normal,0.3435531878945583,0.1797458759082982,0.390146593161987,0.390146593161987,z_mean_pkt_size,False
43,43.0,5,649.8,189089.76,3249,3,5,1.0,0.0,0.0,0.6,normal,-1.0683092281104767,-0.7831784593147285,0.576143917582916,1.0683092281104767,z_packet_count,False
44,44.0,12,413.5,129861.91666666669,4962,6,12,0.75,0.0833333333333333,0.1666666666666666,0.3333333333333333,normal,1.4024499998983346,2.105594546354352,-1.0175728827635366,2.105594546354352,z_unique_dst_ports,False
45,45.0,8,936.125,15467.859375,7489,5,8,1.0,0.0,0.0,0.0,normal,-0.00941241610670045,1.142670211131325,2.5072525204572207,2.5072525204572207,z_mean_pkt_size,False
46,46.0,4,416.0,139451.0,1664,2,4,0.5,0.5,0.0,0.0,normal,-1.4212748321117354,-1.7461027945377554,-1.0007117232169174,1.7461027945377554,z_unique_dst_ports,False
47,47.0,7,387.0,156348.57142857142,2709,2,7,0.5714285714285714,0.4285714285714285,0.0,0.0,normal,-0.3623780201079592,-1.7461027945377554,-1.196301173957701,1.7461027945377554,z_unique_dst_ports,False
48,48.0,7,584.7142857142857,208989.6326530612,4093,5,7,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.4285714285714285,normal,-0.3623780201079592,1.142670211131325,0.13717567247207382,1.142670211131325,z_unique_dst_ports,False
49,49.0,7,519.2857142857143,234532.20408163263,3635,5,7,0.8571428571428571,0.1428571428571428,0.0,0.4285714285714285,normal,-0.3623780201079592,1.142670211131325,-0.3041049602337326,1.142670211131325,z_unique_dst_ports,False
50,50.0,7,701.2857142857143,164744.20408163266,4909,3,7,0.8571428571428571,0.1428571428571428,0.0,0.4285714285714285,normal,-0.3623780201079592,-0.7831784593147285,0.9233874547601499,0.9233874547601499,z_mean_pkt_size,False
51,51.0,9,668.1111111111111,203211.87654320983,6013,4,9,0.8888888888888888,0.1111111111111111,0.0,0.0,normal,0.3435531878945583,0.1797458759082982,0.6996425439510431,0.6996425439510431,z_mean_pkt_size,False
52,52.0,11,526.9090909090909,153721.35537190086,5796,4,9,0.7272727272727273,0.2727272727272727,0.0,0.0909090909090909,normal,1.0494843958970759,0.1797458759082982,-0.2526893724214448,1.0494843958970759,z_packet_count,False
53,53.0,7,799.5714285714286,64238.5306122449,5597,4,7,1.0,0.0,0.0,0.2857142857142857,normal,-0.3623780201079592,0.1797458759082982,1.5862718986500957,1.5862718986500957,z_mean_pkt_size,False
54,54.0,2,541.5,44732.25,1083,1,2,1.0,0.0,0.0,0.5,normal,-2.127206040114253,-2.709027129760782,-0.1542815139766303,2.709027129760782,z_unique_dst_ports,True
55,55.0,14,680.0,121841.14285714286,9520,3,12,1.0,0.0,0.0,0.1428571428571428,normal,2.108381207900852,-0.7831784593147285,0.7798267249060771,2.108381207900852,z_packet_count,False
56,56.0,6,886.1666666666666,149554.80555555553,5317,3,6,0.8333333333333334,0.1666666666666666,0.0,0.0,normal,-0.7153436241092179,-0.7831784593147285,2.170310348850612,2.170310348850612,z_mean_pkt_size,False
57,57.0,4,666.25,98085.6875,2665,3,4,1.0,0.0,0.0,0.25,normal,-1.4212748321117354,-0.7831784593147285,0.6870903473996711,1.4212748321117354,z_packet_count,False
58,58.0,4,472.75,103110.6875,1891,4,4,0.75,0.0,0.25,0.25,normal,-1.4212748321117354,0.1797458759082982,-0.6179634015086601,1.4212748321117354,z_packet_count,False
59,59.0,7,773.7142857142857,130129.0612244898,5416,3,6,0.8571428571428571,0.1428571428571428,0.0,0.2857142857142857,normal,-0.3623780201079592,-0.7831784593147285,1.4118793341964904,1.4118793341964904,z_mean_pkt_size,False
60,60.0,7,438.0,136104.85714285713,3066,4,7,0.8571428571428571,0.1428571428571428,0.0,0.2857142857142857,normal,-0.3623780201079592,0.1797458759082982,-0.8523335192066679,0.8523335192066679,z_mean_pkt_size,False
61,61.0,9,507.3333333333333,70417.11111111111,4566,4,9,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,normal,0.3435531878945583,0.1797458759082982,-0.3847173611137604,0.3847173611137604,z_mean_pkt_size,False
62,62.0,3,296.6666666666667,121056.88888888888,890,3,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,normal,-1.7742404361129942,-0.7831784593147285,-1.8055510722422103,1.8055510722422103,z_mean_pkt_size,False
63,63.0,7,776.4285714285714,67399.67346938777,5435,5,7,1.0,0.0,0.0,0.4285714285714285,normal,-0.3623780201079592,1.142670211131325,1.4301857359899632,1.4301857359899632,z_mean_pkt_size,False
64,64.0,4,758.25,119390.6875,3033,4,4,1.0,0.0,0.0,0.5,normal,-1.4212748321117354,0.1797458759082982,1.3075810187152601,1.4212748321117354,z_packet_count,False
65,65.0,6,482.8333333333333,150343.1388888889,2897,5,6,0.8333333333333334,0.0,0.1666666666666666,0.5,normal,-0.7153436241092179,1.142670211131325,-0.5499567246706292,1.142670211131325,z_unique_dst_ports,False
66,66.0,6,526.1666666666666,138174.80555555553,3157,5,6,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,normal,-0.7153436241092179,1.142670211131325,-0.25769662586256203,1.142670211131325,z_unique_dst_ports,False
67,67.0,7,644.8571428571429,138683.83673469388,4514,3,7,0.8571428571428571,0.1428571428571428,0.0,0.2857142857142857,normal,-0.3623780201079592,-0.7831784593147285,0.5428069964221721,0.7831784593147285,z_unique_dst_ports,False
68,68.0,1,872.0,0.0,872,1,1,1.0,0.0,0.0,0.0,normal,-2.480171644115512,-2.709027129760782,2.0747637780864365,2.709027129760782,z_unique_dst_ports,True
69,69.0,3,360.6666666666667,60757.55555555556,1082,3,3,0.6666666666666666,0.3333333333333333,0.0,0.0,normal,-1.7742404361129942,-0.7831784593147285,-1.373905387848757,1.7742404361129942,z_packet_count,False
70,70.0,6,515.6666666666666,191957.55555555553,3094,2,6,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,normal,-0.7153436241092179,-1.7461027945377554,-0.328513495958363,1.7461027945377554,z_unique_dst_ports,False
71,71.0,10,533.2,116786.36000000002,5332,5,9,0.8,0.2,0.0,0.3,normal,0.6965187918958171,1.142670211131325,-0.21026056367140597,1.142670211131325,z_unique_dst_ports,False
72,72.0,8,408.125,99855.109375,3265,4,8,0.875,0.125,0.0,0.125,normal,-0.00941241610670045,0.1797458759082982,-1.0538243757887682,1.0538243757887682,z_mean_pkt_size,False
73,73.0,12,689.6666666666666,157480.05555555553,8276,2,11,0.8333333333333334,0.1666666666666666,0.0,0.0833333333333333,normal,1.4024499998983346,-1.7461027945377554,0.8450232084863379,1.7461027945377554,z_unique_dst_ports,False
74,74.0,6,475.1666666666667,89140.47222222223,2851,4,6,0.8333333333333334,0.1666666666666666,0.0,0.3333333333333333,normal,-0.7153436241092179,0.1797458759082982,-0.6016642806135947,0.7153436241092179,z_packet_count,False
75,75.0,4,509.25,89458.6875,2037,3,4,1.0,0.0,0.0,0.25,normal,-1.4212748321117354,-0.7831784593147285,-0.37179047212801886,1.4212748321117354,z_packet_count,False
76,76.0,15,555.9333333333333,160600.06222222222,8339,5,13,0.9333333333333332,0.0666666666666666,0.0,0.2666666666666666,normal,2.4613468119021107,1.142670211131325,-0.0569364195274821,2.4613468119021107,z_packet_count,False
77,77.0,18,408.8333333333333,98878.91666666666,7359,5,17,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.2777777777777778,normal,3.520243623905887,1.142670211131325,-1.0490470472505595,3.520243623905887,z_packet_count,True
78,78.0,5,762.0,133614.8,3810,3,5,1.0,0.0,0.0,0.0,normal,-1.0683092281104767,-0.7831784593147285,1.332872758035189,1.332872758035189,z_mean_pkt_size,False
79,79.0,12,669.0833333333334,111418.24305555556,8029,6,12,0.8333333333333334,0.0833333333333333,0.0833333333333333,0.1666666666666666,normal,1.4024499998983346,2.105594546354352,0.7061996615525065,2.105594546354352,z_unique_dst_ports,False
80,80.0,14,587.2857142857143,121803.20408163263,8222,6,14,0.9285714285714286,0.0,0.0714285714285714,0.3571428571428571,normal,2.108381207900852,2.105594546354352,0.15451857943431144,2.108381207900852,z_packet_count,False
81,81.0,9,523.3333333333334,179549.1111111111,4710,3,7,0.7777777777777778,0.2222222222222222,0.0,0.3333333333333333,normal,0.3435531878945583,-0.7831784593147285,-0.2768059400153967,0.7831784593147285,z_unique_dst_ports,False
82,82.0,8,343.5,98234.25,2748,6,8,0.625,0.25,0.125,0.0,normal,-0.00941241610670045,2.105594546354352,-1.4896853500688763,2.105594546354352,z_unique_dst_ports,False
83,83.0,13,697.0769230769231,84149.30177514792,9062,4,12,1.0,0.0,0.0,0.3846153846153846,normal,1.7554156038995934,0.1797458759082982,0.895001414732215,1.7554156038995934,z_packet_count,False
84,84.0,4,484.0,126341.0,1936,3,4,1.0,0.0,0.0,0.0,normal,-1.4212748321117354,-0.7831784593147285,-0.5420881835488734,1.4212748321117354,z_packet_count,False
85,85.0,8,544.875,186540.109375,4359,3,8,0.625,0.375,0.0,0.125,normal,-0.00941241610670045,-0.7831784593147285,-0.13151894858869428,0.7831784593147285,z_unique_dst_ports,False
86,86.0,15,702.0,153246.8,10530,6,14,0.9333333333333332,0.0,0.0666666666666666,0.1333333333333333,normal,2.4613468119021107,2.105594546354352,0.9282049289163266,2.4613468119021107,z_packet_count,False
87,87.0,7,681.5714285714286,167190.81632653062,4771,4,7,0.8571428571428571,0.1428571428571428,0.0,0.0,normal,-0.3623780201079592,0.1797458759082982,0.7904251680496662,0.7904251680496662,z_mean_pkt_size,False
88,88.0,7,473.2857142857143,173315.91836734695,3313,3,7,0.8571428571428571,0.1428571428571428,0.0,0.2857142857142857,normal,-0.3623780201079592,-0.7831784593147285,-0.6143502958915275,0.7831784593147285,z_unique_dst_ports,False
89,89.0,4,681.25,159634.1875,2725,3,4,1.0,0.0,0.0,0.0,normal,-1.4212748321117354,-0.7831784593147285,0.7882573046793867,1.4212748321117354,z_packet_count,False
90,90.0,11,710.4545454545455,147985.70247933883,7815,4,11,1.0,0.0,0.0,0.0909090909090909,normal,1.0494843958970759,0.1797458759082982,0.9852263048376211,1.0494843958970759,z_packet_count,False
91,91.0,8,456.25,29453.6875,3650,4,8,1.0,0.0,0.0,0.375,normal,-0.00941241610670045,0.1797458759082982,-0.7292470545163473,0.7292470545163473,z_mean_pkt_size,False
92,92.0,9,660.1111111111111,64975.654320987655,5941,4,9,0.8888888888888888,0.1111111111111111,0.0,0.2222222222222222,normal,0.3435531878945583,0.1797458759082982,0.6456868334018614,0.6456868334018614,z_mean_pkt_size,False
93,93.0,7,747.5714285714286,215956.81632653065,5233,4,7,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,normal,-0.3623780201079592,0.1797458759082982,1.2355597800804148,1.2355597800804148,z_mean_pkt_size,False
94,94.0,8,771.25,89330.9375,6170,5,8,1.0,0.0,0.0,0.75,normal,-0.00941241610670045,1.142670211131325,1.3952590483576803,1.3952590483576803,z_mean_pkt_size,False
95,95.0,8,662.875,86630.109375,5303,4,7,1.0,0.0,0.0,0.125,normal,-0.00941241610670045,0.1797458759082982,0.664327782011735,0.664327782011735,z_mean_pkt_size,False
96,96.0,9,515.7777777777778,90919.06172839506,4642,4,9,0.8888888888888888,0.1111111111111111,0.0,0.4444444444444444,normal,0.3435531878945583,0.1797458759082982,-0.3277641110896237,0.3435531878945583,z_packet_count,False
97,97.0,9,470.55555555555554,81043.13580246914,4235,5,8,0.7777777777777778,0.2222222222222222,0.0,0.1111111111111111,normal,0.3435531878945583,1.142670211131325,-0.6327637526662482,1.142670211131325,z_unique_dst_ports,False
98,98.0,7,512.4285714285714,170568.2448979592,3587,5,7,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.1428571428571428,normal,-0.3623780201079592,1.142670211131325,-0.3503527121330314,1.142670211131325,z_unique_dst_ports,False
99,99.0,7,530.4285714285714,55975.95918367347,3713,5,7,1.0,0.0,0.0,0.0,normal,-0.3623780201079592,1.142670211131325,-0.22895236339737265,1.142670211131325,z_unique_dst_ports,False
100,100.0,5,681.0,116650.0,3405,4,5,1.0,0.0,0.0,0.0,normal,-1.0683092281104767,0.1797458759082982,0.7865711887247248,1.0683092281104767,z_packet_count,False
101,101.0,5,528.4,71918.23999999999,2642,2,5,0.8,0.2,0.0,0.2,normal,-1.0683092281104767,-1.7461027945377554,-0.2426339900009154,1.7461027945377554,z_unique_dst_ports,False
102,102.0,10,436.3,153281.61000000002,4363,4,9,0.6,0.4,0.0,0.2,normal,0.6965187918958171,0.1797458759082982,-0.863799107698369,0.863799107698369,z_mean_pkt_size,False
103,103.0,11,627.0909090909091,93607.71900826448,6898,5,9,0.9090909090909092,0.0909090909090909,0.0,0.2727272727272727,normal,1.0494843958970759,1.142670211131325,0.4229832755921713,1.142670211131325,z_unique_dst_ports,False
104,104.0,9,384.6666666666667,32804.666666666664,3462,3,9,0.8888888888888888,0.1111111111111111,0.0,0.2222222222222222,normal,0.3435531878945583,-0.7831784593147285,-1.2120382562012122,1.2120382562012122,z_mean_pkt_size,False
105,105.0,4,513.25,179592.1875,2053,3,4,1.0,0.0,0.0,0.25,normal,-1.4212748321117354,-0.7831784593147285,-0.344812616853428,1.4212748321117354,z_packet_count,False
106,106.0,11,457.3636363636364,66610.04958677686,5031,4,11,0.8181818181818182,0.1818181818181818,0.0,0.0909090909090909,normal,1.0494843958970759,0.1797458759082982,-0.7217361743546714,1.0494843958970759,z_packet_count,False
107,107.0,11,649.6363636363636,131652.23140495867,7146,5,10,1.0,0.0,0.0,0.0,normal,1.0494843958970759,1.142670211131325,0.5750402780489557,1.142670211131325,z_unique_dst_ports,False
108,108.0,12,448.6666666666667,120563.55555555556,5384,4,12,0.75,0.25,0.0,0.1666666666666666,normal,1.4024499998983346,0.1797458759082982,-0.7803925718077589,1.4024499998983346,z_packet_count,False
109,109.0,11,689.5454545454545,130069.1570247934,7585,4,9,0.9090909090909092,0.0909090909090909,0.0,0.1818181818181818,normal,1.0494843958970759,0.1797458759082982,0.8442056977204412,1.0494843958970759,z_packet_count,False
110,110.0,13,528.7692307692307,176959.40828402367,6874,5,13,0.7692307692307693,0.2307692307692307,0.0,0.0,normal,1.7554156038995934,1.142670211131325,-0.24014372643710724,1.7554156038995934,z_packet_count,False
111,111.0,9,799.6666666666666,156204.88888888888,7197,3,9,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,normal,0.3435531878945583,-0.7831784593147285,1.5869142285375857,1.5869142285375857,z_mean_pkt_size,False
112,112.0,6,660.5,14757.916666666666,3963,4,6,1.0,0.0,0.0,0.1666666666666666,normal,-0.7153436241092179,0.1797458759082982,0.6483096804424467,0.7153436241092179,z_packet_count,False
113,113.0,11,662.7272727272727,181040.92561983468,7290,5,10,0.7272727272727273,0.1818181818181818,0.0909090909090909,0.1818181818181818,normal,1.0494843958970759,1.142670211131325,0.6633314407657986,1.142670211131325,z_unique_dst_ports,False
114,114.0,6,408.1666666666667,157599.47222222222,2449,4,6,0.8333333333333334,0.1666666666666666,0.0,0.0,normal,-0.7153436241092179,0.1797458759082982,-1.053543356462991,1.053543356462991,z_mean_pkt_size,False
115,115.0,10,408.8,110458.56,4088,5,9,0.8,0.1,0.1,0.4,normal,0.6965187918958171,1.142670211131325,-1.0492718627111808,1.142670211131325,z_unique_dst_ports,False
116,116.0,6,743.0,155521.33333333334,4458,3,6,1.0,0.0,0.0,0.1666666666666666,normal,-0.7153436241092179,-0.7831784593147285,1.2047279454808826,1.2047279454808826,z_mean_pkt_size,False
117,117.0,14,634.2142857142857,159429.02551020408,8879,5,14,0.9285714285714286,0.0714285714285714,0.0,0.0714285714285714,normal,2.108381207900852,1.142670211131325,0.4710266314951353,2.108381207900852,z_packet_count,False
118,118.0,9,583.7777777777778,109884.83950617284,5254,5,9,1.0,0.0,0.0,0.4444444444444444,normal,0.3435531878945583,1.142670211131325,0.13085942857842028,1.142670211131325,z_unique_dst_ports,False
119,119.0,12,862.3333333333334,118984.05555555556,10348,5,12,1.0,0.0,0.0,0.1666666666666666,normal,1.4024499998983346,1.142670211131325,2.009567294506176,2.009567294506176,z_mean_pkt_size,False
120,120.0,8,554.625,144678.484375,4437,3,8,0.875,0.125,0.0,0.375,normal,-0.00941241610670045,-0.7831784593147285,-0.06576042635687916,0.7831784593147285,z_unique_dst_ports,False
121,121.0,7,502.0,144047.42857142858,3514,4,7,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.1428571428571428,normal,-0.3623780201079592,0.1797458759082982,-0.4206878348132147,0.4206878348132147,z_mean_pkt_size,False
122,122.0,8,449.375,148568.984375,3595,5,8,0.875,0.0,0.125,0.125,normal,-0.00941241610670045,1.142670211131325,-0.7756152432695502,1.142670211131325,z_unique_dst_ports,False
123,123.0,3,821.0,69568.66666666667,2463,3,3,1.0,0.0,0.0,0.3333333333333333,normal,-1.7742404361129942,-0.7831784593147285,1.7307961233354037,1.7742404361129942,z_packet_count,False
124,124.0,7,530.7142857142857,119818.48979591836,3715,3,7,1.0,0.0,0.0,0.2857142857142857,normal,-0.3623780201079592,-0.7831784593147285,-0.22702537373490234,0.7831784593147285,z_unique_dst_ports,False
125,125.0,3,373.3333333333333,103524.22222222223,1120,3,3,1.0,0.0,0.0,0.3333333333333333,normal,-1.7742404361129942,-0.7831784593147285,-1.2884755128125531,1.7742404361129942,z_packet_count,False
126,126.0,7,517.5714285714286,217664.8163265306,3623,2,7,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,normal,-0.3623780201079592,-1.7461027945377554,-0.3156668982085577,1.7461027945377554,z_unique_dst_ports,False
127,127.0,12,527.25,139514.6875,6327,4,12,0.8333333333333334,0.1666666666666666,0.0,0.25,normal,1.4024499998983346,0.1797458759082982,-0.2503901233923601,1.4024499998983346,z_packet_count,False
128,128.0,8,745.625,101735.734375,5965,4,7,0.875,0.125,0.0,0.375,normal,-0.00941241610670045,0.1797458759082982,1.2224321630048327,1.2224321630048327,z_mean_pkt_size,False
129,129.0,3,744.0,240308.66666666663,2232,3,3,0.6666666666666666,0.3333333333333333,0.0,0.0,normal,-1.7742404361129942,-0.7831784593147285,1.2114724092995302,1.7742404361129942,z_packet_count,False
130,130.0,6,610.0,76307.0,3660,3,6,1.0,0.0,0.0,0.3333333333333333,normal,-0.7153436241092179,-0.7831784593147285,0.30771425760073756,0.7831784593147285,z_unique_dst_ports,False
