window,window_start_s,packet_count,mean_pkt_size,var_pkt_size,total_bytes,unique_dst_ports,unique_src_dst_pairs,tcp_ratio,udp_ratio,icmp_ratio,syn_ratio,ground_truth
140,140.0,9,807.8888888888889,79538.76543209876,7271,3,8,1.0,0.0,0.0,0.3333333333333333,normal
141,141.0,10,488.7,176110.40999999997,4887,3,9,1.0,0.0,0.0,0.1,normal
142,142.0,7,668.7142857142857,109700.20408163265,4681,3,7,1.0,0.0,0.0,0.14285714285714285,normal
143,143.0,5,455.6,79012.24,2278,4,5,1.0,0.0,0.0,0.6,normal
144,144.0,6,379.1666666666667,85610.47222222222,2275,3,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,normal
145,145.0,8,635.25,41829.6875,5082,3,7,1.0,0.0,0.0,0.25,normal
146,146.0,8,613.375,184060.234375,4907,4,8,0.75,0.125,0.125,0.125,normal
147,147.0,6,644.5,165777.91666666666,3867,4,5,1.0,0.0,0.0,0.3333333333333333,normal
148,148.0,6,498.5,134417.58333333334,2991,3,6,1.0,0.0,0.0,0.5,normal
149,149.0,10,571.6,86832.04000000001,5716,5,9,1.0,0.0,0.0,0.1,normal
150,150.0,4,325.25,55577.6875,1301,2,4,0.75,0.25,0.0,0.0,normal
151,151.0,9,459.22222222222223,102155.50617283951,4133,4,9,0.6666666666666666,0.3333333333333333,0.0,0.2222222222222222,normal
152,152.0,8,630.375,80284.734375,5043,3,8,1.0,0.0,0.0,0.25,normal
153,153.0,6,521.0,147194.0,3126,3,6,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,normal
154,154.0,7,413.0,80626.85714285714,2891,3,7,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,normal
155,155.0,8,799.125,124439.859375,6393,3,8,0.875,0.125,0.0,0.125,normal
156,156.0,5,535.4,65115.44,2677,4,5,1.0,0.0,0.0,0.2,normal
157,157.0,7,519.8571428571429,101282.40816326531,3639,3,7,0.8571428571428571,0.14285714285714285,0.0,0.0,normal
158,158.0,13,567.2307692307693,104219.40828402365,7374,4,12,0.9230769230769231,0.07692307692307693,0.0,0.23076923076923078,normal
159,159.0,11,641.2727272727273,158617.47107438018,7054,5,11,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.36363636363636365,normal
160,160.0,8,569.375,38060.234375,4555,2,8,1.0,0.0,0.0,0.25,normal
161,161.0,16,776.9375,86198.05859375,12431,4,15,0.9375,0.0625,0.0,0.375,normal
162,162.0,7,787.7142857142857,110266.7755102041,5514,3,7,1.0,0.0,0.0,0.14285714285714285,normal
163,163.0,7,288.2857142857143,77856.20408163265,2018,3,7,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,normal
164,164.0,10,562.0,204459.2,5620,5,10,0.6,0.2,0.2,0.0,normal
165,165.0,7,625.7142857142857,86973.3469387755,4380,5,7,1.0,0.0,0.0,0.14285714285714285,normal
166,166.0,4,470.75,87769.6875,1883,3,4,1.0,0.0,0.0,0.0,normal
167,167.0,9,423.8888888888889,173098.54320987655,3815,4,9,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,normal
168,168.0,6,496.0,185936.33333333334,2976,5,5,1.0,0.0,0.0,0.16666666666666666,normal
169,169.0,7,597.5714285714286,112167.10204081633,4183,4,7,1.0,0.0,0.0,0.14285714285714285,normal
170,170.0,5,791.4,68373.44,3957,4,5,1.0,0.0,0.0,0.6,normal
171,171.0,10,492.2,125008.16,4922,6,10,0.9,0.0,0.1,0.1,normal
172,172.0,5,413.6,57523.03999999999,2068,2,5,0.8,0.2,0.0,0.2,normal
173,173.0,9,524.7777777777778,198825.28395061727,4723,3,9,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,normal
174,174.0,9,257.3333333333333,48019.777777777774,2316,4,9,0.6666666666666666,0.3333333333333333,0.0,0.4444444444444444,normal
175,175.0,11,634.3636363636364,201124.23140495867,6978,5,11,0.8181818181818182,0.18181818181818182,0.0,0.2727272727272727,normal
176,176.0,10,464.4,101159.44,4644,3,10,0.8,0.2,0.0,0.2,normal
177,177.0,7,450.57142857142856,30849.102040816328,3154,5,7,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
178,178.0,6,749.3333333333334,120060.55555555556,4496,4,6,1.0,0.0,0.0,0.16666666666666666,normal
179,179.0,5,691.8,96135.76,3459,3,5,1.0,0.0,0.0,0.0,normal
180,180.0,10,590.5,104312.25,5905,6,10,0.8,0.1,0.1,0.1,normal
181,181.0,6,380.0,73388.33333333333,2280,3,6,0.5,0.5,0.0,0.0,normal
182,182.0,7,608.2857142857143,87695.91836734694,4258,4,7,0.8571428571428571,0.14285714285714285,0.0,0.42857142857142855,normal
183,183.0,8,643.875,130085.109375,5151,5,8,0.75,0.25,0.0,0.125,normal
184,184.0,3,1036.3333333333333,1354.888888888889,3109,1,3,1.0,0.0,0.0,0.6666666666666666,normal
185,185.0,4,699.5,143524.75,2798,2,4,0.75,0.25,0.0,0.0,normal
186,186.0,7,327.14285714285717,69360.97959183673,2290,4,7,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,normal
187,187.0,10,604.9,131755.09,6049,4,10,0.9,0.0,0.1,0.2,normal
188,188.0,12,520.0,98108.66666666667,6240,5,12,0.9166666666666666,0.08333333333333333,0.0,0.16666666666666666,normal
189,189.0,11,629.2727272727273,132531.28925619833,6922,5,11,1.0,0.0,0.0,0.2727272727272727,normal
190,190.0,7,607.1428571428571,214377.26530612246,4250,4,7,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,normal
191,191.0,7,627.7142857142857,171964.20408163266,4394,3,7,0.8571428571428571,0.0,0.14285714285714285,0.0,normal
192,192.0,13,540.0,124121.38461538461,7020,6,13,0.9230769230769231,0.0,0.07692307692307693,0.38461538461538464,normal
193,193.0,9,764.6666666666666,163748.0,6882,3,8,1.0,0.0,0.0,0.5555555555555556,normal
194,194.0,6,626.1666666666666,107059.13888888888,3757,4,6,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,normal
195,195.0,7,418.0,181312.2857142857,2926,4,6,0.7142857142857143,0.0,0.2857142857142857,0.0,normal
196,196.0,9,671.5555555555555,67139.13580246914,6044,4,8,1.0,0.0,0.0,0.3333333333333333,normal
197,197.0,11,583.7272727272727,141331.28925619836,6421,4,10,0.9090909090909091,0.09090909090909091,0.0,0.18181818181818182,normal
198,198.0,7,576.7142857142857,86869.06122448981,4037,4,7,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
199,199.0,5,170.8,13748.16,854,5,5,0.6,0.2,0.2,0.0,normal
200,200.0,16,571.875,117377.359375,9150,5,15,0.875,0.125,0.0,0.3125,normal
201,201.0,8,768.625,130304.484375,6149,4,8,1.0,0.0,0.0,0.375,normal
202,202.0,4,218.5,11483.25,874,3,4,0.75,0.25,0.0,0.0,normal
203,203.0,10,550.3,99379.81,5503,4,10,1.0,0.0,0.0,0.0,normal
204,204.0,7,574.0,89323.42857142857,4018,3,7,1.0,0.0,0.0,0.2857142857142857,normal
205,205.0,3,255.0,17012.666666666668,765,2,3,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,normal
206,206.0,9,736.8888888888889,149452.54320987652,6632,4,7,1.0,0.0,0.0,0.4444444444444444,normal
207,207.0,10,646.7,94558.61000000002,6467,5,10,0.9,0.0,0.1,0.2,normal
208,208.0,6,391.3333333333333,46065.88888888888,2348,4,6,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,normal
209,209.0,5,517.0,142524.4,2585,4,5,1.0,0.0,0.0,0.4,normal
210,210.0,5,597.2,75975.76,2986,1,5,1.0,0.0,0.0,0.6,normal
211,211.0,8,463.5,153633.0,3708,3,7,0.75,0.25,0.0,0.125,normal
212,212.0,6,610.6666666666666,90852.88888888888,3664,4,6,1.0,0.0,0.0,0.3333333333333333,normal
213,213.0,11,506.6363636363636,172165.32231404958,5573,5,11,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.18181818181818182,normal
214,214.0,9,464.55555555555554,111166.02469135802,4181,5,9,1.0,0.0,0.0,0.1111111111111111,normal
215,215.0,7,586.7142857142857,113071.0612244898,4107,5,7,1.0,0.0,0.0,0.42857142857142855,normal
216,216.0,9,435.6666666666667,124850.88888888889,3921,4,8,0.8888888888888888,0.0,0.1111111111111111,0.2222222222222222,normal
217,217.0,4,523.0,91026.5,2092,2,4,1.0,0.0,0.0,0.0,normal
218,218.0,11,191.63636363636363,53492.95867768594,2108,4,10,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.09090909090909091,normal
219,219.0,10,630.3,123091.80999999998,6303,5,10,0.9,0.0,0.1,0.1,normal
220,220.0,7,425.2857142857143,132152.20408163266,2977,4,6,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,normal
221,221.0,10,436.4,202484.63999999998,4364,5,9,0.6,0.3,0.1,0.2,normal
222,222.0,7,365.14285714285717,134928.69387755104,2556,2,7,0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,normal
223,223.0,8,466.375,115702.734375,3731,5,8,0.625,0.375,0.0,0.125,normal
224,224.0,6,495.3333333333333,104186.88888888889,2972,4,6,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,normal
225,225.0,13,656.5384615384615,62934.40236686391,8535,4,11,1.0,0.0,0.0,0.23076923076923078,normal
226,226.0,10,485.2,166490.96,4852,5,10,0.8,0.1,0.1,0.3,normal
227,227.0,8,642.5,141972.5,5140,3,7,0.75,0.25,0.0,0.125,normal
228,228.0,9,716.0,80925.77777777778,6444,4,9,1.0,0.0,0.0,0.1111111111111111,normal
229,229.0,5,552.8,98418.95999999999,2764,3,5,0.8,0.2,0.0,0.4,normal
230,230.0,6,485.0,97538.0,2910,4,5,1.0,0.0,0.0,0.3333333333333333,normal
231,231.0,10,369.2,97976.75999999998,3692,3,9,0.6,0.4,0.0,0.1,normal
232,232.0,6,338.0,54964.0,2028,2,6,0.5,0.5,0.0,0.16666666666666666,normal
233,233.0,6,742.5,178478.25,4455,3,6,1.0,0.0,0.0,0.16666666666666666,normal
234,234.0,5,135.4,4035.84,677,4,5,0.6,0.4,0.0,0.0,normal
235,235.0,8,707.75,101478.9375,5662,4,8,1.0,0.0,0.0,0.375,normal
236,236.0,8,559.0,99860.25,4472,3,8,0.875,0.125,0.0,0.125,normal
237,237.0,8,392.875,58384.109375,3143,3,8,0.625,0.375,0.0,0.0,normal
238,238.0,10,440.3,112834.61000000002,4403,4,9,0.8,0.2,0.0,0.2,normal
239,239.0,7,598.2857142857143,126843.3469387755,4188,3,7,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,normal
240,240.0,6,675.6666666666666,121245.88888888888,4054,4,5,1.0,0.0,0.0,0.5,normal
241,241.0,7,381.14285714285717,53148.69387755102,2668,4,7,1.0,0.0,0.0,0.2857142857142857,normal
242,242.0,12,642.5833333333334,189670.40972222225,7711,4,10,0.9166666666666666,0.08333333333333333,0.0,0.3333333333333333,normal
243,243.0,8,344.125,55190.859375,2753,4,8,1.0,0.0,0.0,0.0,normal
244,244.0,13,615.6923076923077,112402.82840236687,8004,4,11,1.0,0.0,0.0,0.3076923076923077,normal
245,245.0,2,613.0,5776.0,1226,2,2,1.0,0.0,0.0,0.0,normal
246,246.0,8,678.5,128800.75,5428,5,7,1.0,0.0,0.0,0.125,normal
247,247.0,12,492.25,75130.02083333333,5907,4,11,0.8333333333333334,0.16666666666666666,0.0,0.25,normal
248,248.0,7,482.7142857142857,111779.63265306121,3379,4,7,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,normal
249,249.0,9,443.44444444444446,77088.69135802469,3991,4,9,0.8888888888888888,0.1111111111111111,0.0,0.2222222222222222,normal
250,250.0,11,751.5454545454545,123022.24793388428,8267,4,10,0.8181818181818182,0.18181818181818182,0.0,0.0,normal
251,251.0,11,260.6363636363636,38404.23140495867,2867,5,10,0.9090909090909091,0.09090909090909091,0.0,0.45454545454545453,normal
252,252.0,8,635.5,98700.25,5084,3,8,1.0,0.0,0.0,0.125,normal
253,253.0,6,765.6666666666666,107342.88888888889,4594,3,6,1.0,0.0,0.0,0.3333333333333333,normal
